listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200122	Rolling Prairie Farmers Alliance	"1954 Union Rd, Lawrence, Kansas 66044"	April to November	"aronia berries autumn olivesApples;Cherries (sweet, tart, etc.);Figs;Kiwi;Watermelons;aronia berries autumn olives;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green onions/scallions;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Fresh and/or dried herbs;Grains and/or flour;Mushrooms;Nuts;Tofu and/or non-animal protein;"	Half shares;A somewhat smaller share - more than 1/2.;	CSA decides product based on supply availability;	2014-04-14	Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;	Organic (USDA Certified);No pesticides;	Cash;Personal Checks;	
200123	Schenker Family Farms DBA Farm to Fork Workplace Wellness CSA	"1231 W 510 Ave, McCune, Kansas 66753"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Dairy products: milk, cheese, etc.;Eggs;Honey;Mushrooms;Chicken;;Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (steaks, roasts);Goat;Lamb (chops, roasts);Lamb (ground);Lamb (sausage);Pork (bacon);;"	Full shares;Half shares;Quarter shares;	CSA offers options for specific product categories;	2015-02-20	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Customers pick up from CSA farm;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Grass-fed;	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200124	A Place on Earth CSA Farm	"499 Long Branch Rd, Turners Station, Kentucky 40075"	Year-round	"Cherries (sweet, tart, etc.);Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Fresh and/or dried herbs;Chicken;;"	Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2014-05-21	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;	
200125	Coulter's Good Earth Farm	"206 Dugan Lane, Bloomfield, Kentucky 40008"	April to October	"Apples;Cherries (sweet, tart, etc.);Figs;Grapefruit (red, white, etc.);Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Kale;Kohlrabi;Leeks;Mixed leafy greens;Okra;Peanuts;Peas;Peppers, sweet;Pumpkin;Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Eggs;Fresh and/or dried herbs;Honey;"	Half shares;	CSA decides product based on supply availability;	2014-09-30	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;	Organic (USDA Certified);Humane treatment of animals;	Cash;Personal Checks;	
200126	Crooked Row Farm	"5999 Winchester Rd, Lexington, Kentucky 40509"	May to November	"Apricots;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;Chicken;;"	Half shares;	CSA offers options for specific product categories;	2014-06-13	Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;	
200127	"Meadowview Farm & Natural Habitat Gardens, LLC"	"2005 Meadowview Drive, Crestwood, Kentucky 40014"	Year-round	"Apples;Cherries (sweet, tart, etc.);Figs;Peaches (yellow, white, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Garlic;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Dry beans;Fresh and/or dried herbs;Grains and/or flour;"	Full shares;Half shares;Membership;	Customers order specific items in advance of each delivery;	2015-05-15	1/3 due with application 1/3 due March 31 and final 1/3 due April 30;	Deliver to customers' workplaces;Deliver to one or more neighborhood sites;	Organic (USDA Certified);Sustainable Farming Practices;	Cash;Personal Checks;Debit card/Credit card;	
200128	Misty Meadows Farm	"(215 Blevins Road)  PO Box 89, Payneville, Kentucky 40157"	June to November	"Apples;Apricots;Cherries (sweet, tart, etc.);Currants;Figs;Grapes (black, green, red, etc.);Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Fresh and/or dried herbs;Honey;"	"One size share, approximately the same or a little more than a half share.;"	CSA decides product based on supply availability;We try to make allowances when someone is allergic to a particular product.;	2014-11-01	"One advance payment prior to the beginning of the delivery season;With a deposit, pmts may be made as member can until distribution begins.;"	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Naturally Grown;	Cash;Personal Checks;Debit card/Credit card;	
200129	Earthshare Gardens	"P. O. Box 53635 , Lafayette, Louisiana 70505"	Year-round	"Artichoke;Arugula;Beans, other (lima, etc.);Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Green beans;Kale;Mixed leafy greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;Grown without the use of herbicides or pesticides;	Cash;Personal Checks;	
200130	Brookfield Farm	"PO Box 227, Amherst, Massachusetts 01004"	Year-round	"Currants;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;"	Half shares;	CSA decides product based on supply availability;	2015-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200131	Busa Farm Lincoln /Lexington	"PO Box 2932, Lincoln /Lexington , Massachusetts 01476"	June to November	"Artichoke;Beans (string);Beets;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mizuna;Onions (pearl, red, white, etc.);Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radishes;Rhubarb;Shallots;Soybeans;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;"	Half shares;	Customers order specific items in advance of each delivery;	2014-06-16	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;	
200132	Crabapple Farm	"100 Bryant Street PO Box 263, Chesterfield, Massachusetts 01012"	June to December	"Apples;Cherries (sweet, tart, etc.);Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;Dry beans;Eggs;Fresh and/or dried herbs;Grains and/or flour;Beef/veal (steaks, roasts);Goat;Lamb (ground);Lamb (sausage);Pork (cold cuts);;Soap and/or body care products;"	"small, medium, large, full time, part time (2 part time options);"	Customers select free-choice from what is available.;	2014-01-15	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;	
200133	Enterprise Farm CSA	"72 River Rd, Whately, Massachusetts 01373"	June to November	"Apples;Currants;Kiwi;;callaloo, dandelion, fiddleheadsArtichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Carrots;Cauliflower;Collard Greens;Cucumbers;Endives;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;callaloo, dandelion, fiddleheads;;Cut flowers;Fresh and/or dried herbs;"	"small, medium, large;"	CSA decides product based on supply availability;	2015-06-08	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No pesticides;local, fresh, organic;"	Barter;Cash;Personal Checks;Debit card/Credit card;barter;	SNAP;
200134	First Root Farm	"949 Main St, Concord, Massachusetts 01742"	June to December	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2015-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;	Cash;Personal Checks;online payments through dwolla;online payments through dwolla;	
200135	Green Hill Farm	"140 Green St, Shrewsbury, Massachusetts 01545"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Collard Greens;Cucumbers;Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Mixed leafy greens;Okra;Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;Eggs;"	Half shares;	CSA decides product based on supply availability;some veg are offered as upicks ie: string beans;	2014-04-01	deposit when committed to joining and balance on first pickup day;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);Pasture-raised/free-range animals;Humane treatment of animals;Most veg are not sprayed and if they are only with organic cert sprays.;	Cash;Personal Checks;	
